"Created_On";"Creator";"ID";"Last_Changed";"Name";"Revision";"Description";"Coordination_Type";"Phase";"Status";"Version";"Number"
"17/05/2016";"Peev, Georgi";"CMC-TestCMC1463478004-01-811";"17/05/2016";"TestCMC1463478004";"01";"";"";"";"";"811";"CMC-TestCMC1463478004"
"16/05/2016";"Peev, Georgi";"CMC-TestCMC_1463409483-01-810";"16/05/2016";"TestCMC_1463409483";"01";"";"";"";"";"810";"CMC-TestCMC_1463409483"
"16/05/2016";"Velev, Jordan";"CMC-TestCMC_1463407597-01-809";"16/05/2016";"TestCMC_1463407597";"01";"";"";"";"";"809";"CMC-TestCMC_1463407597"
"16/05/2016";"Peev, Georgi";"CMC-TestCMC_1463401109-01-808";"16/05/2016";"TestCMC_1463401109";"01";"";"";"";"";"808";"CMC-TestCMC_1463401109"
"14/05/2016";"Peev, Georgi";"CMC-TestCMC_1463214562-01-807";"14/05/2016";"TestCMC_1463214562";"01";"";"";"";"";"807";"CMC-TestCMC_1463214562"
"14/05/2016";"Peev, Georgi";"CMC-TestCMC_1463214351-01-806";"14/05/2016";"TestCMC_1463214351";"01";"";"";"";"";"806";"CMC-TestCMC_1463214351"
"13/05/2016";"Peev, Georgi";"CMC-TestCMC_1463129960-01-805";"13/05/2016";"TestCMC_1463129960";"01";"";"";"";"";"805";"CMC-TestCMC_1463129960"
"12/05/2016";"Peev, Georgi";"CMC-TestCMC_1463054440-01-804";"12/05/2016";"TestCMC_1463054440";"01";"";"";"";"";"804";"CMC-TestCMC_1463054440"
"12/05/2016";"Peev, Georgi";"CMC-TestCMC_1463047786-01-803";"12/05/2016";"TestCMC_1463047786";"01";"";"";"";"";"803";"CMC-TestCMC_1463047786"
"12/05/2016";"Peev, Georgi";"CMC-TestCMC_1463047281-01-802";"12/05/2016";"TestCMC_1463047281";"01";"";"";"";"";"802";"CMC-TestCMC_1463047281"
"12/05/2016";"Peev, Georgi";"CMC-TestCMC_1463040190-01-801";"12/05/2016";"TestCMC_1463040190";"01";"";"";"";"";"801";"CMC-TestCMC_1463040190"
"12/05/2016";"Zacharias, David";"CMC-David_CMC2-01-800";"12/05/2016";"David_CMC2";"01";"";"";"";"";"800";"CMC-David_CMC2"
"12/05/2016";"Peev, Georgi";"CMC-TestCMC_1463036104-01-799";"12/05/2016";"TestCMC_1463036104";"01";"";"";"";"";"799";"CMC-TestCMC_1463036104"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462978764-01-798";"11/05/2016";"TestCMC_1462978764";"01";"";"";"";"";"798";"CMC-TestCMC_1462978764"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462978374-01-797";"11/05/2016";"TestCMC_1462978374";"01";"";"";"";"";"797";"CMC-TestCMC_1462978374"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462978143-01-796";"11/05/2016";"TestCMC_1462978143";"01";"";"";"";"";"796";"CMC-TestCMC_1462978143"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462977705-01-795";"11/05/2016";"TestCMC_1462977705";"01";"";"";"";"";"795";"CMC-TestCMC_1462977705"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462977369-01-794";"11/05/2016";"TestCMC_1462977369";"01";"";"";"";"";"794";"CMC-TestCMC_1462977369"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462977146-01-793";"11/05/2016";"TestCMC_1462977146";"01";"";"";"";"";"793";"CMC-TestCMC_1462977146"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462977081-01-792";"11/05/2016";"TestCMC_1462977081";"01";"";"";"";"";"792";"CMC-TestCMC_1462977081"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462976891-01-791";"11/05/2016";"TestCMC_1462976891";"01";"";"";"";"";"791";"CMC-TestCMC_1462976891"
"11/05/2016";"Velev, Jordan";"CMC-TestCMC_1462972586-01-790";"11/05/2016";"TestCMC_1462972586";"01";"";"";"";"";"790";"CMC-TestCMC_1462972586"
"11/05/2016";"Velev, Jordan";"CMC-TestCMC_1462972067-01-789";"11/05/2016";"TestCMC_1462972067";"01";"";"";"";"";"789";"CMC-TestCMC_1462972067"
"11/05/2016";"Velev, Jordan";"CMC-TestCMC_1462971844-01-788";"11/05/2016";"TestCMC_1462971844";"01";"";"";"";"";"788";"CMC-TestCMC_1462971844"
"11/05/2016";"Velev, Jordan";"CMC-TestCMC_1462965958-01-787";"11/05/2016";"TestCMC_1462965958";"01";"";"";"";"";"787";"CMC-TestCMC_1462965958"
"11/05/2016";"Velev, Jordan";"CMC-TestCMC_1462964902-01-786";"11/05/2016";"TestCMC_1462964902";"01";"";"";"";"";"786";"CMC-TestCMC_1462964902"
"11/05/2016";"Velev, Jordan";"CMC-TestCMC_1462954446-01-785";"11/05/2016";"TestCMC_1462954446";"01";"";"";"";"";"785";"CMC-TestCMC_1462954446"
"11/05/2016";"Peev, Georgi";"CMC-TestCMC_1462953297-01-784";"11/05/2016";"TestCMC_1462953297";"01";"";"";"";"";"784";"CMC-TestCMC_1462953297"
"10/05/2016";"Velev, Jordan";"CMC-TestCMC_1462892421-01-783";"10/05/2016";"TestCMC_1462892421";"01";"";"";"";"";"783";"CMC-TestCMC_1462892421"
"10/05/2016";"Peev, Georgi";"CMC-TestCMC_1462888812-01-782";"10/05/2016";"TestCMC_1462888812";"01";"";"";"";"";"782";"CMC-TestCMC_1462888812"
"10/05/2016";"Velev, Jordan";"CMC-TestCMC_1462888495-01-781";"10/05/2016";"TestCMC_1462888495";"01";"";"";"";"";"781";"CMC-TestCMC_1462888495"
"10/05/2016";"Peev, Georgi";"CMC-TestCMC_1462888001-01-780";"10/05/2016";"TestCMC_1462888001";"01";"";"";"";"";"780";"CMC-TestCMC_1462888001"
"10/05/2016";"Peev, Georgi";"CMC-TestCMC_1462885749-01-779";"10/05/2016";"TestCMC_1462885749";"01";"";"";"";"";"779";"CMC-TestCMC_1462885749"
"10/05/2016";"Peev, Georgi";"CMC-TestCMC_1462885401-01-778";"10/05/2016";"TestCMC_1462885401";"01";"";"";"";"";"778";"CMC-TestCMC_1462885401"
"10/05/2016";"Peev, Georgi";"CMC-TestCMC_1462884426-01-777";"10/05/2016";"TestCMC_1462884426";"01";"";"";"";"";"777";"CMC-TestCMC_1462884426"
"10/05/2016";"Peev, Georgi";"CMC-TestCMC_1462884249-01-776";"10/05/2016";"TestCMC_1462884249";"01";"";"";"";"";"776";"CMC-TestCMC_1462884249"
"10/05/2016";"Velev, Jordan";"CMC-TestCMC_1462884060-01-775";"10/05/2016";"TestCMC_1462884060";"01";"";"";"";"";"775";"CMC-TestCMC_1462884060"
"10/05/2016";"Velev, Jordan";"CMC-TestCMC_1462880044-01-774";"10/05/2016";"TestCMC_1462880044";"01";"";"";"";"";"774";"CMC-TestCMC_1462880044"
"09/05/2016";"(Ewert, Gernot, think project!)";"CMC-Test_Dialog-01-773";"09/05/2016";"Test_Dialog";"01";"";"";"";"";"773";"CMC-Test_Dialog"
"09/05/2016";"Velev, Jordan";"CMC-TestCMC_1462796225-01-772";"09/05/2016";"TestCMC_1462796225";"01";"";"";"";"";"772";"CMC-TestCMC_1462796225"
"27/04/2016";"Velev, Jordan";"CMC-TestCMC_1461763232-01-771";"27/04/2016";"TestCMC_1461763232";"01";"";"";"";"";"771";"CMC-TestCMC_1461763232"
"27/04/2016";"Peev, Georgi";"CMC-TestCMC_1461746878-01-770";"27/04/2016";"TestCMC_1461746878";"01";"";"";"";"";"770";"CMC-TestCMC_1461746878"
"26/04/2016";"Iliev, Dimitar";"CMC-DII_MODEL-09-009";"26/04/2016";"DII_MODEL";"09";"";"";"";"";"9";"CMC-DII_MODEL"
"26/04/2016";"Iliev, Dimitar";"CMC-DII_MODEL-08-009";"26/04/2016";"DII_MODEL";"08";"";"";"";"";"9";"CMC-DII_MODEL"
"26/04/2016";"Iliev, Dimitar";"CMC-DII_MODEL-07-010";"26/04/2016";"DII_MODEL";"07";"";"";"";"";"10";"CMC-DII_MODEL"
"26/04/2016";"Iliev, Dimitar";"CMC-DII_MODEL-06-014";"26/04/2016";"DII_MODEL";"06";"";"";"";"";"14";"CMC-DII_MODEL"
"26/04/2016";"Iliev, Dimitar";"CMC-DII_MODEL-05-015";"26/04/2016";"DII_MODEL";"05";"";"";"";"";"15";"CMC-DII_MODEL"
"26/04/2016";"Iliev, Dimitar";"CMC-DII_MODEL-04-023";"26/04/2016";"DII_MODEL";"04";"";"";"";"";"23";"CMC-DII_MODEL"
"26/04/2016";"Iliev, Dimitar";"CMC-DII_MODEL-03-031";"26/04/2016";"DII_MODEL";"03";"";"";"";"";"31";"CMC-DII_MODEL"
"26/04/2016";"Iliev, Dimitar";"CMC-DII_MODEL-02-043";"26/04/2016";"DII_MODEL";"02";"";"";"";"";"43";"CMC-DII_MODEL"
"26/04/2016";"Peev, Georgi";"CMC-DII_MODEL-01-769";"26/04/2016";"DII_MODEL";"01";"";"";"";"";"769";"CMC-DII_MODEL"
"25/04/2016";"Peev, Georgi";"CMC-Test_cmc-01-768";"25/04/2016";"Test_cmc";"01";"";"";"";"";"768";"CMC-Test_cmc"
"22/04/2016";"Peev, Georgi";"CMC-TestCMC_1461314701-01-767";"22/04/2016";"TestCMC_1461314701";"01";"";"";"";"";"767";"CMC-TestCMC_1461314701"
"22/04/2016";"Velev, Jordan";"CMC-bim973_4-02-042";"22/04/2016";"bim973_4";"02";"";"";"";"";"42";"CMC-bim973_4"
"22/04/2016";"Velev, Jordan";"CMC-bim973_4-01-766";"22/04/2016";"bim973_4";"01";"";"";"";"";"766";"CMC-bim973_4"
"22/04/2016";"Velev, Jordan";"CMC-Vlad_Penko_Test_975-01-765";"22/04/2016";"Vlad_Penko_Test_975";"01";"";"";"";"";"765";"CMC-Vlad_Penko_Test_975"
"22/04/2016";"Velev, Jordan";"CMC-Small_model_test-01-764";"22/04/2016";"Small_model_test";"01";"";"";"";"";"764";"CMC-Small_model_test"
"21/04/2016";"Velev, Jordan";"CMC-bim973_3-02-041";"21/04/2016";"bim973_3";"02";"";"";"";"";"41";"CMC-bim973_3"
"21/04/2016";"Velev, Jordan";"CMC-bim973_3-01-763";"21/04/2016";"bim973_3";"01";"";"";"";"";"763";"CMC-bim973_3"
"21/04/2016";"Peev, Georgi";"CMC-Testing_model-01-762";"21/04/2016";"Testing_model";"01";"";"";"";"";"762";"CMC-Testing_model"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461242065-01-761";"21/04/2016";"TestCMC_1461242065";"01";"";"";"";"";"761";"CMC-TestCMC_1461242065"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461241951-01-760";"21/04/2016";"TestCMC_1461241951";"01";"";"";"";"";"760";"CMC-TestCMC_1461241951"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461241225-01-759";"21/04/2016";"TestCMC_1461241225";"01";"";"";"";"";"759";"CMC-TestCMC_1461241225"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461240559-01-758";"21/04/2016";"TestCMC_1461240559";"01";"";"";"";"";"758";"CMC-TestCMC_1461240559"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461239820-01-757";"21/04/2016";"TestCMC_1461239820";"01";"";"";"";"";"757";"CMC-TestCMC_1461239820"
"21/04/2016";"Velev, Jordan";"CMC-bim973_2-02-040";"21/04/2016";"bim973_2";"02";"";"";"";"";"40";"CMC-bim973_2"
"21/04/2016";"Velev, Jordan";"CMC-bim973_2-01-756";"21/04/2016";"bim973_2";"01";"";"";"";"";"756";"CMC-bim973_2"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461235481-01-755";"21/04/2016";"TestCMC_1461235481";"01";"";"";"";"";"755";"CMC-TestCMC_1461235481"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461235155-01-754";"21/04/2016";"TestCMC_1461235155";"01";"";"";"";"";"754";"CMC-TestCMC_1461235155"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461233664-01-753";"21/04/2016";"TestCMC_1461233664";"01";"";"";"";"";"753";"CMC-TestCMC_1461233664"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC_1461228762-01-752";"21/04/2016";"TestCMC_1461228762";"01";"";"";"";"";"752";"CMC-TestCMC_1461228762"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC1461228658-01-751";"21/04/2016";"TestCMC1461228658";"01";"";"";"";"";"751";"CMC-TestCMC1461228658"
"21/04/2016";"Peev, Georgi";"CMC-Colors-01-750";"21/04/2016";"Colors";"01";"";"";"";"";"750";"CMC-Colors"
"21/04/2016";"Peev, Georgi";"CMC-Davids_CMC-01-749";"21/04/2016";"Davids_CMC";"01";"";"";"";"";"749";"CMC-Davids_CMC"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC5-01-748";"21/04/2016";"TestCMC5";"01";"";"";"";"";"748";"CMC-TestCMC5"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC4-01-747";"21/04/2016";"TestCMC4";"01";"";"";"";"";"747";"CMC-TestCMC4"
"21/04/2016";"Peev, Georgi";"CMC-TestCMC3-01-746";"21/04/2016";"TestCMC3";"01";"";"";"";"";"746";"CMC-TestCMC3"
"20/04/2016";"Peev, Georgi";"CMC-TestCMC2-01-745";"20/04/2016";"TestCMC2";"01";"";"";"";"";"745";"CMC-TestCMC2"
"20/04/2016";"Velev, Jordan";"CMC-bim973_1-01-744";"20/04/2016";"bim973_1";"01";"";"";"";"";"744";"CMC-bim973_1"
"20/04/2016";"Peev, Georgi";"CMC-rel_test-01-742";"20/04/2016";"rel_test";"01";"";"";"";"";"742";"CMC-rel_test"
"20/04/2016";"Peev, Georgi";"CMC-TestCMC-01-741";"20/04/2016";"TestCMC";"01";"";"";"";"";"741";"CMC-TestCMC"
"20/04/2016";"Peev, Georgi";"CMC-TestCMC-01-740";"20/04/2016";"TestCMC";"01";"";"";"";"";"740";"CMC-TestCMC"
"20/04/2016";"Peev, Georgi";"CMC-TestCMC-01-739";"20/04/2016";"TestCMC";"01";"";"";"";"";"739";"CMC-TestCMC"
